172.37,54.798
171.79,53.436
171.3,51.963
171.08,50.658
171.26,49.514
171.38,48.695
171.3,47.784
171.51,46.835
171.5,46.392
171.51,46.251
171.41,46.342
171.66,46.499
171.73,46.517
171.46,46.54
171.44,46.626
170.95,46.891
170.04,47.296
169.42,47.636
168.89,47.387
167.87,46.956
167.06,45.985
166.35,44.868
165.93,43.9
165.39,43.328
164.31,43.205
163.26,43.102
162.17,43.18
161.13,43.697
160.08,44.214
159,44.297
157.62,43.884
156.16,43.754
154.83,43.986
154.4,44.341
154.65,44.379
154.98,44.492
155.01,44.812
155.57,44.642
155.69,44.873
155.54,44.986
155.04,44.973
154.59,44.75
154.01,44.388
152.94,44.818
154.36,45.267
157.64,45.634
156.86,45.733
154.07,45.597
152.56,45.548
152.53,45.556
152.51,45.562
152.65,45.563
152.6,45.51
152.78,45.451
156.53,45.753
154.16,45.208
152.96,44.843
152.97,44.658
152.79,44.784
152.92,44.793
152.85,44.787
152.84,44.779
152.87,44.848
152.67,45.03
152.77,45.21
152.9,45.594
153.01,45.756
152.95,46.068
152.69,46.647
153.09,47.067
153.08,47.223
152.91,47.372
152.87,47.184
152.87,46.581
153.7,44.895
154.64,43.178
155.5,41.995
156.32,41.343
157.02,41.11
157.99,40.511
159.95,39.797
161.39,39.435
163.89,39.352
167.1,39.334
169.61,39.4
170.92,39.801
171.01,39.744
170.68,39.654
170.67,39.779
171.14,40.464
171.63,41.166
172.14,42.168
172.54,42.85
172.68,42.704
172.69,42.447
172.33,42.296
171.95,42.007
171.4,41.684
171.5,41.69
172.16,42.51
172.46,43.065
172.88,43.786
173,44.34
172.55,43.76
171.69,43.045
170.26,42.413
169.24,42.07
168.14,42.02
167.35,41.698
166.89,41.212
167.4,40.729
168.27,40.524
169.14,40.371
169.46,40.182
168.77,39.736
167.92,39.295
167.17,39.091
166.07,38.765
165.91,38.945
165.89,39.296
165.79,39.922
166.38,40.539
167.43,41.749
169.04,42.652
171.29,44.491
172.44,45.622
172.8,46.245
173.03,46.787
172.47,47.037
171.85,46.836
171.5,46.748
171.76,46.661
172.2,47.082
172.67,47.904
173.12,48.848
173.41,51.09
173.74,53.421
173.54,55.509
173.08,57.549
173,58.229
172.95,58.87
172.81,59.734
172.8,60.572
172.43,61.789
172.06,62.876
172.05,63.562
172.63,63.49
173.27,63.084
173.94,61.965
174.44,61.207
174.82,59.489
174.59,57.112
174.43,54.257
174.02,50.857
173.3,47.511
172.73,44.925
172.23,42.613
171.46,40.732
171.32,39.394
171.59,38.326
172.27,37.697
173.3,36.731
173.71,36.008
173.88,35.519
173.86,35.527
173.84,35.86
173.78,36.269
173.63,36.393
172.43,35.244
171.71,34.422
171.19,33.44
170.36,32.436
170.01,32.18
169.38,32.087
168.95,32.435
168.14,33.064
166.35,33.367
165.04,33.382
165.42,32.953
165.79,32.569
166.25,32.078
166.42,31.36
166.26,30.817
166.31,30.71
166.36,30.661
166.32,31.178
166.32,31.149
166.28,31.542
166.16,32.125
165.71,32.524
165,32.559
164.79,32.105
164.88,31.191
165.2,30.526
165.29,29.929
164.88,30.087
164.89,29.94
165.66,29.412
166.71,29.047
166.95,29.203
167.69,29.578
168.03,29.896
168.13,29.949
168.05,30.101
168.19,30.444
168.05,30.683
168.16,30.954
169.05,31.89
169.65,32.887
170.01,33.043
170.74,32.657
171.67,32.229
172.94,31.787
173.56,31.22
173.79,31.071
173.78,31.338
173.78,31.343
174.08,31.273
174.08,31.647
174.04,31.994
174.15,32.37
174.38,33.192
174.86,34.392
175.93,34.983
177.02,35.455
178.16,35.921
179.03,36.271
180.11,36.601
181,37.136
181.89,36.663
182.02,35.93
181.57,35.922
180.52,36.959
180.13,37.606
180.92,37.871
182.69,38.2
184.76,38.541
186.85,38.635
188.54,38.84
189.66,39.055
190.59,40.049
191.5,40.98
191.84,41.91
192.06,42.825
192.49,43.711
193.51,43.431
194.18,43.053
195.36,42.437
196.87,42.386
198.14,43.113
199.32,43.951
200.16,44.717
200.68,45.251
200.77,45.332
200.9,45.236
201.07,45.054
201.99,44.467
203.53,43.397
205.21,42.748
206.54,42.246
207.74,41.629
208.76,40.514
209.76,38.652
210.66,36.979
212.17,36.314
214.05,36.213
216.08,36.494
217.75,36.537
219.27,36.935
220.19,37.201
221.47,37.1
222.43,36.946
223.52,37.511
223.97,39.223
224.5,40.602
224.64,41.697
224.7,42.42
224.27,43.303
223.63,44.102
223.19,44.857
223.13,45.608
223.12,46.42
223.31,47.453
222.91,49.029
222.33,50.712
222.17,51.984
222.12,52.782
221.74,53.585
221,54.221
219.92,54.411
218.81,54.367
217.96,53.936
216.68,53.823
216.21,54.02
215.96,54.267
216.2,54.938
216.55,55.74
217.54,55.711
218.95,55.624
221.07,54.96
223.25,53.859
225.95,52.148
228.44,50.646
230.44,49.347
231.86,48.008
232.88,46.722
233.94,44.812
235.1,43.054
235.93,41.263
237.19,40.055
238.7,39.851
240.17,39.921
241.26,39.974
242.17,39.883
242.87,39.448
243.36,39.091
243.85,38.138
244.35,37.378
244.66,36.746
245.49,36.002
246.11,35.902
247,35.786
247.98,35.62
249.07,35.516
249.83,35.793
249.89,37.193
249.62,38.121
249.47,38.277
249.49,38.547
250.05,37.002
250.27,35.604
250.33,34.278
250.48,33.856
251.14,33.126
251.4,32.333
251.79,32.279
252.01,32.468
252.51,32.543
252.81,32.896
253.48,32.49
253.92,32.246
254.15,31.62
254.17,31.469
254.46,31.154
254.93,30.782
255.63,31.399
256.5,31.994
257.65,32.262
258.57,32.811
259.24,33.064
259.72,33.088
259.99,32.834
260.07,33
260.02,33.116
260.13,32.203
260.18,31.526
260.25,31.64
260.27,31.773
260.28,31.894
260.09,31.968
259.84,31.57
259.65,31.698
260,31.517
259.26,32.1
255.12,33.914
255.88,33.679
260.41,32.737
260.38,33.101
260.66,32.878
260.9,32.854
261.17,33.001
261.24,33.176
261.43,33.026
261.46,33.062
261.49,33.111
261.52,33.16
261.55,33.208
261.58,33.257
261.61,33.306
261.64,33.354
261.67,33.403
261.7,33.452
